merchant_id,score
00053f5e11d1fe4e49a221165b39abc9,0.182097659845
00185f45337c418db73f253e8b967c6c,0.0210878584191
001c728a3046207c685f7f478f4bb41b,0.613790689104
001d507e80c4e4d2ce4ba0a5590f8313,0.0559179706819
001d908c7637618bb0a8af0c8be5cd41,-0.252817768256
001e1afaa21e768f77f6a83f6279e9f3,-0.444894933512
001f35b87b35111bcaf1087426d2884e,-0.0993774070919
00202c47b1ff31b8145b6502cca710f3,0.105422004194
00254d816728ef385187c60b08cb5c10,-0.0519626468027
0025ad7a491d38ca9bb71732255dc01d,0.0781087453008
00275937100699204a3d5ae3caf7190d,-0.0262102484433
0028f6e9a0a1804b35c9bc8f953fc573,-0.627986110611
002df12177ee1c5bc256a352bc9af996,0.0786930328592
00334a9a556424bb119d27905b9383d2,-0.190898067961
00381e874067de0a3aa36ab8e86759d2,-0.78235398008
0038c2d25686470c660de62bf5466fe3,0.137621809104
003af5a042e00ac9b489153a81d676ca,0.0884002163025
003d2430185bfc2132ebc5c5553d116e,-0.261803756413
003f2c1d8362325c09e00ce0a9a6ae19,-0.0413581748757
004bd77f07742ad928539b001cae96da,-0.247442102597
004dbbb73c0e3933d191fa195500d018,-0.201388510575
00509e33150cba19d677c83ad03febae,-0.00314547676413
0050f1e87cea6c50b311a43b12cea2c8,0.279901029364
0055a5709f2388ee34e6a39c4719fccb,-0.162626050643
0055ad22950e274e9c78508cf83bb886,0.119350170309
00575938da3ed66330f3da93ffcc0bd4,-0.0750292030965
0059872d8926933c13bda07eca8409ad,0.0841203081229
005d3d22fd7a12a24a9bf06b7359a027,-0.166061760362
005f441a9cc1899a77591ccf67fd8cf7,0.170329613695
005f49f3c5491bc4e33b309d21c05e75,-0.175633833521
0062a21cb029dd0467fe1e90633e6c87,0.1924647385
0066a9752d9cb8aaa8e517c703c5ad1f,-0.33000170299
0068a01b6545c1e5a4cfef3ad4951a95,0.225404864976
006b9646dcba176709eb7a322e61e2b7,-0.113886685734
